Column1,ID,CID,QID,RID,EID,AID,Country,Question Text,Question Text (Short),Response,Education,Age,Weighted Mean,Cat ID,Category,Question Context
6225,6225,70,11,1000,1,2,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,Under 18,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6293,6293,70,11,1,1,3,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,All Education,18 to 35,85,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6294,6294,70,11,2,1,3,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,All Education,18 to 35,13,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6295,6295,70,11,4,1,3,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,All Education,18 to 35,1,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6296,6296,70,11,1000,1,3,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,18 to 35,1,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6364,6364,70,11,1,1,4,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,All Education,36 to 59,81,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6365,6365,70,11,2,1,4,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,All Education,36 to 59,14,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6366,6366,70,11,4,1,4,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,All Education,36 to 59,1,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6367,6367,70,11,1000,1,4,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,36 to 59,3,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6435,6435,70,11,1,1,5,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,All Education,60 plus,74,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6436,6436,70,11,2,1,5,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,All Education,60 plus,23,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6437,6437,70,11,4,1,5,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,All Education,60 plus,2,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6438,6438,70,11,1000,1,5,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,All Education,60 plus,1,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6506,6506,70,11,1,4,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,12 to 19,All Ages,79,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6507,6507,70,11,2,4,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,12 to 19,All Ages,18,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6508,6508,70,11,4,4,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,12 to 19,All Ages,1,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6509,6509,70,11,1000,4,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,12 to 19,All Ages,2,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6577,6577,70,11,1,5,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,20 or over,All Ages,81,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6578,6578,70,11,2,5,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,20 or over,All Ages,15,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6579,6579,70,11,4,5,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,20 or over,All Ages,2,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6580,6580,70,11,1000,5,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,20 or over,All Ages,2,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6648,6648,70,11,1,2,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A lot,Never Attended,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6649,6649,70,11,2,2,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,A little,Never Attended,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6650,6650,70,11,4,2,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Not at all,Never Attended,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6651,6651,70,11,1000,2,1,UK,"How much should your country protect and restore nature, for example, by planting trees or protecting wildlife?",Protect and restore nature,Don't know,Never Attended,All Ages,NA,3,Peoples' priorities,"Nature not only underpins our well-being, our economies, and our societies but also plays a key role in absorbing and storing carbon dioxide. Slowing climate change, therefore, depends on protecting and restoring nature. We asked people how important that was for them."
6013,6013,70,12,1,1,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,All Ages,76,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6014,6014,70,12,2,1,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,All Ages,20,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6015,6015,70,12,3,1,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,All Ages,1,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6016,6016,70,12,1000,1,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,All Ages,2,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6226,6226,70,12,1,1,2,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,Under 18,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6227,6227,70,12,2,1,2,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,Under 18,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6228,6228,70,12,3,1,2,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,Under 18,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6229,6229,70,12,1000,1,2,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,Under 18,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6297,6297,70,12,1,1,3,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,18 to 35,81,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6298,6298,70,12,2,1,3,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,18 to 35,16,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6299,6299,70,12,3,1,3,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,18 to 35,1,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6300,6300,70,12,1000,1,3,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,18 to 35,2,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6368,6368,70,12,1,1,4,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,36 to 59,74,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6369,6369,70,12,2,1,4,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,36 to 59,22,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6370,6370,70,12,3,1,4,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,36 to 59,2,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6371,6371,70,12,1000,1,4,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,36 to 59,3,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6439,6439,70,12,1,1,5,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,All Education,60 plus,78,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6440,6440,70,12,2,1,5,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,All Education,60 plus,19,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6441,6441,70,12,3,1,5,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,All Education,60 plus,1,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6442,6442,70,12,1000,1,5,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,All Education,60 plus,1,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6510,6510,70,12,1,4,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,12 to 19,All Ages,74,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6511,6511,70,12,2,4,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,12 to 19,All Ages,22,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6512,6512,70,12,3,4,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,12 to 19,All Ages,2,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6513,6513,70,12,1000,4,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,12 to 19,All Ages,2,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6581,6581,70,12,1,5,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,20 or over,All Ages,81,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6582,6582,70,12,2,5,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,20 or over,All Ages,17,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6583,6583,70,12,3,5,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,20 or over,All Ages,0,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6584,6584,70,12,1000,5,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,20 or over,All Ages,2,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6652,6652,70,12,1,2,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,More protection,Never Attended,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6653,6653,70,12,2,2,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,About the same as now,Never Attended,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6654,6654,70,12,3,2,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Less protection,Never Attended,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6655,6655,70,12,1000,2,1,UK,"When it comes to protecting people at risk from extreme weather events, such as storms or extreme heat, should your country provide...",Protection from extreme weather,Don't know,Never Attended,All Ages,NA,3,Peoples' priorities,"Safeguarding communities against extreme weather events, such as heatwaves or storms, is necessary to reduce risks to life, livelihoods, and nature. As climate change is becoming a present-day reality for millions of people, we asked people what kind of protections they need."
6025,6025,70,15,1,1,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,More,All Education,All Ages,71,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6026,6026,70,15,2,1,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,About the same as now,All Education,All Ages,22,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6027,6027,70,15,3,1,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Less,All Education,All Ages,3,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6028,6028,70,15,1000,1,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Don't know,All Education,All Ages,4,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6238,6238,70,15,1,1,2,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,More,All Education,Under 18,NA,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6239,6239,70,15,2,1,2,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,About the same as now,All Education,Under 18,NA,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6240,6240,70,15,3,1,2,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Less,All Education,Under 18,NA,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6241,6241,70,15,1000,1,2,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Don't know,All Education,Under 18,NA,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6309,6309,70,15,1,1,3,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,More,All Education,18 to 35,81,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6310,6310,70,15,2,1,3,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,About the same as now,All Education,18 to 35,15,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6311,6311,70,15,3,1,3,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Less,All Education,18 to 35,3,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6312,6312,70,15,1000,1,3,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Don't know,All Education,18 to 35,1,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6380,6380,70,15,1,1,4,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,More,All Education,36 to 59,70,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6381,6381,70,15,2,1,4,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,About the same as now,All Education,36 to 59,23,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6382,6382,70,15,3,1,4,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Less,All Education,36 to 59,4,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6383,6383,70,15,1000,1,4,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Don't know,All Education,36 to 59,3,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6451,6451,70,15,1,1,5,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,More,All Education,60 plus,68,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6452,6452,70,15,2,1,5,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,About the same as now,All Education,60 plus,24,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6453,6453,70,15,3,1,5,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Less,All Education,60 plus,1,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6454,6454,70,15,1000,1,5,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Don't know,All Education,60 plus,7,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6522,6522,70,15,1,4,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,More,12 to 19,All Ages,69,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6523,6523,70,15,2,4,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,About the same as now,12 to 19,All Ages,23,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6524,6524,70,15,3,4,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Less,12 to 19,All Ages,4,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6525,6525,70,15,1000,4,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Don't know,12 to 19,All Ages,4,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6593,6593,70,15,1,5,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,More,20 or over,All Ages,77,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6594,6594,70,15,2,5,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,About the same as now,20 or over,All Ages,19,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6595,6595,70,15,3,5,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Less,20 or over,All Ages,2,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
6596,6596,70,15,1000,5,1,UK,Should schools in your country do more or less to teach about climate change?,Teaching about climate change,Don't know,20 or over,All Ages,2,3,Peoples' priorities,"Learning about the causes and impacts of climate change can help people prepare for the future, but countries across the world do not have equal access to this kind of education. We asked people if they want more climate education in their schools."
